,train,val,test
0,CP_MP-21-0005077,CP_MP-20-0014732,CP_MP-19-0008528
1,CP_MP-18-0006977,CP_MP-18-0001140,CP_MP-21-0001718
2,CP_MP-17-0014039,CP_MP-18-0002437,CP_MP-19-0004225
3,CP_MP-20-0002232,CP_MP-21-0013711,CP_MP-20-0003427
4,CP_MP-19-0004383,CP_MP-20-0002151,CP_MP-20-0015012
5,CP_MP-21-0005067,CP_MP-19-0010011,CP_MP-21-0003900
6,CP_MP-20-0015231,CP_MP-20-0009016,CP_MP-19-0004680
7,CP_MP-21-0003988,CP_MP-21-0011186,CP_MP-19-0004525
8,CP_MP-18-0007528,CP_MP-21-0013187,CP_MP-20-0011820
9,CP_MP-21-0009050,CP_MP-21-0000305,CP_MP-20-0008560
10,CP_MP-20-0013067,CP_MP-19-0003057,CP_MP-20-0013951
11,CP_MP-18-0002484,CP_MP-21-0005500,CP_MP-18-0007443
12,CP_MP-19-0006084,CP_MP-18-0002364,CP_MP-21-0007582
13,CP_MP-18-0000802,CP_MP-18-0007672,CP_MP-21-0011216
14,CP_MP-19-0006053,CP_MP-20-0011816,CP_MP-21-0011163
15,CP_MP-19-0006142,CP_MP-21-0011052,CP_MP-21-0012910
16,CP_MP-17-0013344,CP_MP-21-0009475,CP_MP-21-0009587
17,CP_MP-21-0001023,CP_MP-21-0001688,CP_MP-19-0013598
18,CP_MP-21-0004288,CP_MP-21-0004823,CP_MP-20-0013838
19,CP_MP-21-0010878,CP_MP-21-0013158,CP_MP-19-0010139
20,CP_MP-21-0009134,CP_MP-21-0012908,CP_MP-21-0007879_H2
21,CP_MP-20-0012825,CP_MP-21-0009130_L2,CP_MP-21-0002254_H2
22,CP_MP-21-0004299,CP_MP-19-0004315_L2sc,CP_MP-19-0004340_H2
23,CP_MP-20-0015275,CP_MP-21-0011123_L2,CP_MP-21-0008030_L2
24,CP_MP-21-0006811,CP_MP-20-0003529_L2,CP_MP-17-0013530_H2
25,CP_MP-21-0008894,CP_MP-17-0013531_L2,CP_MP-21-0007880_H2
26,CP_MP-21-0009548,CP_MP-21-0009128_L2,CP_MP-21-0009626_H3
27,CP_MP-18-0005024,CP_MP-21-0006773_H3,CP_MP-20-0011679_H2
28,CP_MP-21-0000400,CP_MP-21-0002310_L2,CP_MP-20-0006950_H3
29,CP_MP-21-0009290,CP_MP-21-0006327_H2,CP_MP-18-0005009_H2
30,CP_MP-21-0002713,CP_MP-21-0006282_H2,CP_MP-21-0007965_H2
31,CP_MP-21-0009115,CP_MP-21-0000544_L2,CP_IH-21-0013306_H2
32,CP_MP-21-0005027,CP_MP-17-0003290_H3,CP_MP-17-0003345_H3
33,CP_MP-21-0009212,CP_MP-21-0009126_L2,CP_MP-18-0015782_H3
34,CP_MP-20-0014785,CP_MP-21-0010934_H2,CP_MP-19-0008490_H2
35,CP_MP-21-0002389,CP_MP-18-0007034_H3,CP_MP-17-0003285_H3
36,CP_MP-21-0001084,CP_MP-21-0010909_H2,CP_MP-21-0009585_L2
